time,xd,zd,contact
12.634000,0.010540,-0.212403,1
12.645000,0.011223,-0.212124,1
12.655000,0.011809,-0.211853,1
12.666000,0.012410,-0.211536,1
12.677000,0.012963,-0.211198,1
12.688000,0.013467,-0.210842,1
12.699000,0.013918,-0.210466,1
12.710000,0.014315,-0.210072,1
12.721000,0.014654,-0.209660,1
12.732000,0.014934,-0.209231,1
12.743000,0.015152,-0.208784,1
12.754000,0.015307,-0.208321,1
12.764000,0.015390,-0.207886,1
12.775000,0.015418,-0.207393,1
12.786000,0.015378,-0.206885,1
12.796000,0.015280,-0.206411,1
12.807000,0.015105,-0.205876,0
12.818000,0.014857,-0.205328,0
12.829000,0.014536,-0.204768,0
12.840000,0.014140,-0.204196,0
12.851000,0.013670,-0.203613,0
12.862000,0.013124,-0.203020,0
12.873000,0.012503,-0.202417,0
12.884000,0.011806,-0.201805,0
12.895000,0.011033,-0.201185,0
12.905000,0.010265,-0.200615,0
12.916000,0.009349,-0.199981,0
12.927000,0.008358,-0.199341,0
12.938000,0.007295,-0.198696,0
12.949000,0.006159,-0.198047,0
12.960000,0.004953,-0.197394,0
12.971000,0.003678,-0.196738,0
12.982000,0.002336,-0.196079,0
12.993000,0.000928,-0.195420,0
13.004000,-0.000534,-0.195240,0
13.014000,-0.001831,-0.195840,0
13.025000,-0.003198,-0.196498,0
13.036000,-0.004497,-0.197155,0
13.046000,-0.005620,-0.197750,0
13.057000,-0.006788,-0.198402,0
13.068000,-0.007884,-0.199049,0
13.079000,-0.008908,-0.199691,0
13.090000,-0.009858,-0.200327,0
13.101000,-0.010733,-0.200958,0
13.112000,-0.011533,-0.201581,0
13.123000,-0.012258,-0.202196,0
13.134000,-0.012907,-0.202802,0
13.145000,-0.013480,-0.203399,0
13.155000,-0.013936,-0.203933,0
13.166000,-0.014365,-0.204510,0
13.177000,-0.014720,-0.205075,0
13.188000,-0.015001,-0.205629,0
13.199000,-0.015209,-0.206169,0
13.210000,-0.015346,-0.206697,1
13.221000,-0.015412,-0.207210,1
13.232000,-0.015408,-0.207708,1
13.243000,-0.015337,-0.208192,1
13.254000,-0.015201,-0.208659,1
13.264000,-0.015020,-0.209070,1
13.275000,-0.014763,-0.209506,1
13.286000,-0.014445,-0.209924,1
13.296000,-0.014106,-0.210289,1
13.307000,-0.013679,-0.210673,1
13.318000,-0.013199,-0.211039,1
13.329000,-0.012667,-0.211385,1
13.340000,-0.012087,-0.211711,1
13.351000,-0.011462,-0.212018,1
13.362000,-0.010793,-0.212304,1
13.373000,-0.010084,-0.212570,1
13.384000,-0.009338,-0.212815,1
13.395000,-0.008558,-0.213038,1
13.405000,-0.007822,-0.213223,1
13.416000,-0.006985,-0.213405,1
13.427000,-0.006123,-0.213565,1
13.437000,-0.005320,-0.213692,1
13.448000,-0.004418,-0.213810,1
13.459000,-0.003501,-0.213905,1
13.470000,-0.002572,-0.213978,1
13.481000,-0.001633,-0.214029,1
13.492000,-0.000689,-0.214057,1
13.503000,0.000258,-0.214062,1
13.514000,0.001204,-0.214044,1
13.525000,0.002146,-0.214004,1
13.536000,0.003080,-0.213941,1
13.546000,0.003920,-0.213864,1
13.557000,0.004830,-0.213759,1
13.568000,0.005723,-0.213631,1
13.579000,0.006596,-0.213480,1
13.590000,0.007445,-0.213308,1
13.601000,0.008267,-0.213114,1
13.612000,0.009058,-0.212898,1
13.623000,0.009817,-0.212661,1
13.634000,0.010540,-0.212403,1
13.645000,0.011223,-0.212124,1
13.655000,0.011809,-0.211853,1
13.666000,0.012410,-0.211536,1
13.677000,0.012963,-0.211198,1
13.687000,0.013423,-0.210875,1
13.698000,0.013880,-0.210501,1
13.709000,0.014281,-0.210109,1
13.720000,0.014626,-0.209698,1
13.731000,0.014911,-0.209270,1
13.742000,0.015135,-0.208825,1
13.753000,0.015295,-0.208364,1
13.764000,0.015390,-0.207886,1
13.775000,0.015418,-0.207393,1
13.786000,0.015378,-0.206885,1
13.796000,0.015280,-0.206411,1
13.807000,0.015105,-0.205876,0
13.818000,0.014857,-0.205328,0
13.829000,0.014536,-0.204768,0
13.840000,0.014140,-0.204196,0
13.851000,0.013670,-0.203613,0
13.862000,0.013124,-0.203020,0
13.873000,0.012503,-0.202417,0
13.884000,0.011806,-0.201805,0
13.895000,0.011033,-0.201185,0
13.905000,0.010265,-0.200615,0
13.916000,0.009349,-0.199981,0
13.927000,0.008358,-0.199341,0
13.937000,0.007395,-0.198755,0
13.948000,0.006266,-0.198106,0
13.959000,0.005066,-0.197453,0
13.970000,0.003797,-0.196797,0
13.981000,0.002460,-0.196139,0
13.992000,0.001059,-0.195480,0
14.003000,-0.000401,-0.195180,0
14.014000,-0.001831,-0.195840,0
14.025000,-0.003198,-0.196498,0
14.036000,-0.004497,-0.197155,0
14.046000,-0.005620,-0.197750,0
14.057000,-0.006788,-0.198402,0
14.068000,-0.007884,-0.199049,0
14.078000,-0.008818,-0.199633,0
14.089000,-0.009774,-0.200270,0
14.100000,-0.010657,-0.200901,0
14.111000,-0.011464,-0.201524,0
14.122000,-0.012195,-0.202140,0
14.133000,-0.012851,-0.202747,0
14.144000,-0.013431,-0.203345,0
14.155000,-0.013936,-0.203933,0
14.166000,-0.014365,-0.204510,0
14.177000,-0.014720,-0.205075,0
14.187000,-0.014979,-0.205579,0
14.198000,-0.015194,-0.206121,0
14.209000,-0.015336,-0.206649,1
14.220000,-0.015409,-0.207164,1
14.231000,-0.015411,-0.207664,1
14.242000,-0.015347,-0.208149,1
14.253000,-0.015216,-0.208618,1
14.264000,-0.015020,-0.209070,1
14.275000,-0.014763,-0.209506,1
14.286000,-0.014445,-0.209924,1
14.296000,-0.014106,-0.210289,1
14.307000,-0.013679,-0.210673,1
14.318000,-0.013199,-0.211039,1
14.328000,-0.012718,-0.211354,1
14.339000,-0.012142,-0.211682,1
14.350000,-0.011520,-0.211991,1
14.361000,-0.010856,-0.212279,1
14.372000,-0.010150,-0.212547,1
14.383000,-0.009408,-0.212793,1
14.394000,-0.008630,-0.213019,1
14.405000,-0.007822,-0.213223,1
14.416000,-0.006985,-0.213405,1
14.427000,-0.006123,-0.213565,1
14.437000,-0.005320,-0.213692,1
14.448000,-0.004418,-0.213810,1
14.459000,-0.003501,-0.213905,1
14.470000,-0.002572,-0.213978,1
14.481000,-0.001633,-0.214029,1
14.492000,-0.000689,-0.214057,1
14.503000,0.000258,-0.214062,1
14.514000,0.001204,-0.214044,1
14.525000,0.002146,-0.214004,1
14.536000,0.003080,-0.213941,1
14.546000,0.003920,-0.213864,1
14.557000,0.004830,-0.213759,1
14.568000,0.005723,-0.213631,1
14.578000,0.006517,-0.213495,1
14.589000,0.007369,-0.213325,1
14.600000,0.008193,-0.213132,1
14.611000,0.008988,-0.212919,1
14.622000,0.009750,-0.212684,1
14.633000,0.010476,-0.212428,1
14.644000,0.011163,-0.212151,1
14.655000,0.011809,-0.211853,1
14.666000,0.012410,-0.211536,1
14.677000,0.012963,-0.211198,1
14.687000,0.013423,-0.210875,1
14.698000,0.013880,-0.210501,1
14.709000,0.014281,-0.210109,1
14.719000,0.014597,-0.209736,1
14.730000,0.014887,-0.209310,1
14.741000,0.015117,-0.208866,1
14.752000,0.015283,-0.208406,1
14.763000,0.015384,-0.207930,1
14.774000,0.015419,-0.207438,1
14.785000,0.015384,-0.206932,1
14.796000,0.015280,-0.206411,1
14.807000,0.015105,-0.205876,0
14.818000,0.014857,-0.205328,0
14.828000,0.014568,-0.204820,0
14.839000,0.014179,-0.204249,0
14.850000,0.013716,-0.203667,0
14.861000,0.013177,-0.203074,0
14.872000,0.012562,-0.202472,0
14.883000,0.011872,-0.201861,0
14.894000,0.011106,-0.201242,0
14.905000,0.010265,-0.200615,0
14.916000,0.009349,-0.199981,0
14.927000,0.008358,-0.199341,0
14.937000,0.007395,-0.198755,0
14.948000,0.006266,-0.198106,0
14.959000,0.005066,-0.197453,0
14.969000,0.003915,-0.196857,0
14.980000,0.002585,-0.196199,0
14.991000,0.001189,-0.195540,0
15.002000,-0.000268,-0.195120,0
15.013000,-0.001704,-0.195780,0
15.024000,-0.003076,-0.196439,0
15.035000,-0.004382,-0.197096,0
15.046000,-0.005620,-0.197750,0
15.057000,-0.006788,-0.198402,0
15.068000,-0.007884,-0.199049,0
15.078000,-0.008818,-0.199633,0
15.089000,-0.009774,-0.200270,0
15.100000,-0.010657,-0.200901,0
15.111000,-0.011464,-0.201524,0
15.122000,-0.012195,-0.202140,0
15.133000,-0.012851,-0.202747,0
15.144000,-0.013431,-0.203345,0
15.155000,-0.013936,-0.203933,0
15.166000,-0.014365,-0.204510,0
15.177000,-0.014720,-0.205075,0
15.187000,-0.014979,-0.205579,0
15.198000,-0.015194,-0.206121,0
15.209000,-0.015336,-0.206649,1
15.219000,-0.015405,-0.207118,1
15.230000,-0.015414,-0.207619,1
15.241000,-0.015355,-0.208105,1
15.252000,-0.015230,-0.208576,1
15.263000,-0.015041,-0.209030,1
15.274000,-0.014789,-0.209467,1
15.285000,-0.014476,-0.209887,1
15.296000,-0.014106,-0.210289,1
15.307000,-0.013679,-0.210673,1
15.318000,-0.013199,-0.211039,1
15.328000,-0.012718,-0.211354,1
15.339000,-0.012142,-0.211682,1
15.350000,-0.011520,-0.211991,1
15.361000,-0.010856,-0.212279,1
15.372000,-0.010150,-0.212547,1
15.383000,-0.009408,-0.212793,1
15.394000,-0.008630,-0.213019,1
15.405000,-0.007822,-0.213223,1
15.416000,-0.006985,-0.213405,1
15.427000,-0.006123,-0.213565,1
15.437000,-0.005320,-0.213692,1
15.448000,-0.004418,-0.213810,1
15.459000,-0.003501,-0.213905,1
15.469000,-0.002657,-0.213972,1
15.480000,-0.001719,-0.214025,1
15.491000,-0.000775,-0.214055,1
15.502000,0.000172,-0.214062,1
15.513000,0.001118,-0.214047,1
15.524000,0.002061,-0.214009,1
15.535000,0.002996,-0.213948,1
15.546000,0.003920,-0.213864,1
15.557000,0.004830,-0.213759,1
15.568000,0.005723,-0.213631,1
15.578000,0.006517,-0.213495,1
15.589000,0.007369,-0.213325,1
15.600000,0.008193,-0.213132,1
15.610000,0.008917,-0.212939,1
15.621000,0.009682,-0.212706,1
15.632000,0.010411,-0.212452,1
15.643000,0.011102,-0.212177,1
15.654000,0.011752,-0.211881,1
15.665000,0.012357,-0.211565,1
15.676000,0.012915,-0.211230,1
15.687000,0.013423,-0.210875,1
15.698000,0.013880,-0.210501,1
15.709000,0.014281,-0.210109,1
15.719000,0.014597,-0.209736,1
15.730000,0.014887,-0.209310,1
15.741000,0.015117,-0.208866,1
15.752000,0.015283,-0.208406,1
15.763000,0.015384,-0.207930,1
15.774000,0.015419,-0.207438,1
15.785000,0.015384,-0.206932,1
15.796000,0.015280,-0.206411,1
15.807000,0.015105,-0.205876,0
15.818000,0.014857,-0.205328,0
15.828000,0.014568,-0.204820,0
15.839000,0.014179,-0.204249,0
15.850000,0.013716,-0.203667,0
15.860000,0.013229,-0.203129,0
15.871000,0.012621,-0.202527,0
15.882000,0.011938,-0.201917,0
15.893000,0.011179,-0.201298,0
15.904000,0.010344,-0.200672,0
15.915000,0.009435,-0.200039,0
15.926000,0.008451,-0.199400,0
15.937000,0.007395,-0.198755,0
15.948000,0.006266,-0.198106,0
15.959000,0.005066,-0.197453,0
15.969000,0.003915,-0.196857,0
15.980000,0.002585,-0.196199,0
15.991000,0.001189,-0.195540,0
16.001000,-0.000134,-0.195060,0
16.012000,-0.001576,-0.195720,0
16.022000,-0.002831,-0.196319,0
16.033000,-0.004150,-0.196976,0
16.044000,-0.005400,-0.197631,0
16.054000,-0.006476,-0.198224,0
16.065000,-0.007592,-0.198873,0
16.076000,-0.008636,-0.199516,0
16.086000,-0.009521,-0.200097,0
16.097000,-0.010423,-0.200729,0
16.108000,-0.011251,-0.201355,0
16.118000,-0.011938,-0.201917,0
16.129000,-0.012621,-0.202527,0
16.140000,-0.013229,-0.203129,0
16.151000,-0.013761,-0.203720,0
16.161000,-0.014179,-0.204249,0
16.172000,-0.014568,-0.204820,0
16.183000,-0.014883,-0.205379,0
16.193000,-0.015105,-0.205876,0
16.204000,-0.015280,-0.206411,1
16.215000,-0.015384,-0.206932,1
16.225000,-0.015418,-0.207393,1
16.236000,-0.015390,-0.207886,1
16.247000,-0.015295,-0.208364,1
16.257000,-0.015152,-0.208784,1
16.268000,-0.014934,-0.209231,1
16.279000,-0.014654,-0.209660,1
16.289000,-0.014348,-0.210036,1
16.300000,-0.013957,-0.210431,1
16.311000,-0.013510,-0.210808,1
16.321000,-0.013059,-0.211135,1
16.332000,-0.012514,-0.211476,1
16.343000,-0.011921,-0.211797,1
16.353000,-0.011343,-0.212071,1
16.364000,-0.010667,-0.212354,1
16.375000,-0.009951,-0.212616,1
16.385000,-0.009269,-0.212836,1
16.396000,-0.008486,-0.213057,1
16.407000,-0.007672,-0.213257,1
16.417000,-0.006907,-0.213420,1
16.428000,-0.006043,-0.213579,1
16.439000,-0.005157,-0.213715,1
16.449000,-0.004335,-0.213819,1
16.460000,-0.003417,-0.213913,1
16.471000,-0.002487,-0.213984,1
16.481000,-0.001633,-0.214029,1
16.492000,-0.000689,-0.214057,1
16.503000,0.000258,-0.214062,1
16.513000,0.001118,-0.214047,1
16.524000,0.002061,-0.214009,1
16.535000,0.002996,-0.213948,1
16.545000,0.003836,-0.213873,1
16.556000,0.004748,-0.213769,1
16.567000,0.005643,-0.213643,1
16.577000,0.006439,-0.213509,1
16.588000,0.007292,-0.213341,1
16.599000,0.008119,-0.213151,1
16.609000,0.008846,-0.212959,1
16.620000,0.009614,-0.212728,1
16.631000,0.010347,-0.212476,1
16.641000,0.010980,-0.212228,1
16.652000,0.011637,-0.211936,1
16.663000,0.012250,-0.211624,1
16.673000,0.012768,-0.211323,1
16.684000,0.013290,-0.210974,1
16.695000,0.013761,-0.210605,1
16.705000,0.014142,-0.210254,1
16.716000,0.014507,-0.209850,1
16.727000,0.014814,-0.209428,1
16.737000,0.015041,-0.209030,1
16.748000,0.015230,-0.208576,1
16.759000,0.015355,-0.208105,1
16.769000,0.015411,-0.207664,1
16.780000,0.015409,-0.207164,1
16.791000,0.015336,-0.206649,1
16.801000,0.015209,-0.206169,0
16.812000,0.015001,-0.205629,0
16.823000,0.014720,-0.205075,0
16.833000,0.014401,-0.204562,0
16.844000,0.013978,-0.203986,0
16.855000,0.013480,-0.203399,0
16.865000,0.012962,-0.202857,0
16.876000,0.012320,-0.202251,0
16.887000,0.011602,-0.201637,0
16.897000,0.010884,-0.201071,0
16.908000,0.010022,-0.200443,0
16.919000,0.009086,-0.199807,0
16.929000,0.008170,-0.199224,0
16.940000,0.007094,-0.198578,0
16.951000,0.005945,-0.197928,0
16.961000,0.004840,-0.197334,0
16.972000,0.003559,-0.196678,0
16.983000,0.002210,-0.196020,0
16.993000,0.000928,-0.195420,0
17.004000,-0.000534,-0.195240,0
17.015000,-0.001958,-0.195900,0
17.026000,-0.003318,-0.196558,0
17.036000,-0.004497,-0.197155,0
17.047000,-0.005729,-0.197810,0
17.058000,-0.006890,-0.198461,0
17.068000,-0.007884,-0.199049,0
17.079000,-0.008908,-0.199691,0
17.090000,-0.009858,-0.200327,0
17.100000,-0.010657,-0.200901,0
17.111000,-0.011464,-0.201524,0
17.122000,-0.012195,-0.202140,0
17.132000,-0.012795,-0.202692,0
17.143000,-0.013382,-0.203291,0
17.154000,-0.013893,-0.203880,0
17.164000,-0.014293,-0.204406,0
17.175000,-0.014661,-0.204973,0
17.186000,-0.014956,-0.205529,0
17.196000,-0.015160,-0.206023,0
17.207000,-0.015316,-0.206554,1
17.218000,-0.015401,-0.207071,1
17.228000,-0.015417,-0.207529,1
17.239000,-0.015371,-0.208018,1
17.250000,-0.015258,-0.208491,1
17.260000,-0.015099,-0.208908,1
17.271000,-0.014864,-0.209350,1
17.282000,-0.014567,-0.209774,1
17.292000,-0.014247,-0.210145,1
17.303000,-0.013840,-0.210536,1
17.314000,-0.013379,-0.210908,1
17.324000,-0.012915,-0.211230,1
17.335000,-0.012357,-0.211565,1
17.346000,-0.011752,-0.211881,1
17.356000,-0.011163,-0.212151,1
17.367000,-0.010476,-0.212428,1
17.378000,-0.009750,-0.212684,1
17.388000,-0.009058,-0.212898,1
17.399000,-0.008267,-0.213114,1
17.410000,-0.007445,-0.213308,1
17.420000,-0.006674,-0.213466,1
17.431000,-0.005803,-0.213618,1
17.442000,-0.004912,-0.213748,1
17.452000,-0.004086,-0.213847,1
17.463000,-0.003164,-0.213934,1
17.474000,-0.002231,-0.213999,1
17.484000,-0.001376,-0.214039,1
17.495000,-0.000430,-0.214060,1
17.506000,0.000517,-0.214059,1
17.516000,0.001376,-0.214039,1
17.527000,0.002316,-0.213994,1
17.538000,0.003249,-0.213927,1
17.548000,0.004086,-0.213847,1
17.559000,0.004994,-0.213737,1
17.570000,0.005883,-0.213605,1
17.580000,0.006674,-0.213466,1
17.591000,0.007520,-0.213291,1
17.602000,0.008340,-0.213095,1
17.612000,0.009058,-0.212898,1
17.623000,0.009817,-0.212661,1
17.634000,0.010540,-0.212403,1
17.644000,0.011163,-0.212151,1
17.655000,0.011809,-0.211853,1
17.666000,0.012410,-0.211536,1
17.676000,0.012915,-0.211230,1
17.687000,0.013423,-0.210875,1
17.698000,0.013880,-0.210501,1
17.708000,0.014247,-0.210145,1
17.719000,0.014597,-0.209736,1
17.730000,0.014887,-0.209310,1
17.740000,0.015099,-0.208908,1
17.751000,0.015271,-0.208449,1
17.762000,0.015378,-0.207974,1
17.772000,0.015417,-0.207529,1
17.783000,0.015396,-0.207025,1
17.794000,0.015305,-0.206507,1
17.804000,0.015160,-0.206023,0
17.815000,0.014932,-0.205479,0
17.826000,0.014631,-0.204922,0
17.836000,0.014293,-0.204406,0
17.847000,0.013850,-0.203827,0
17.858000,0.013331,-0.203237,0
17.868000,0.012795,-0.202692,0
17.879000,0.012132,-0.202084,0
17.890000,0.011393,-0.201468,0
17.900000,0.010657,-0.200901,0
17.911000,0.009774,-0.200270,0
17.922000,0.008818,-0.199633,0
17.933000,0.007787,-0.198990,0
17.943000,0.006788,-0.198402,0
17.954000,0.005620,-0.197750,0
17.965000,0.004382,-0.197096,0
17.975000,0.003198,-0.196498,0
17.986000,0.001831,-0.195840,0
17.997000,0.000401,-0.195180,0
18.007000,-0.000928,-0.195420,0
18.018000,-0.002336,-0.196079,0
18.029000,-0.003678,-0.196738,0
18.039000,-0.004840,-0.197334,0
18.050000,-0.006053,-0.197988,0
18.061000,-0.007195,-0.198637,0
18.071000,-0.008170,-0.199224,0
18.082000,-0.009174,-0.199865,0
18.093000,-0.010104,-0.200500,0
18.103000,-0.010884,-0.201071,0
18.114000,-0.011671,-0.201693,0
18.125000,-0.012382,-0.202306,0
18.135000,-0.012962,-0.202857,0
18.146000,-0.013529,-0.203453,0
18.157000,-0.014019,-0.204038,0
18.167000,-0.014401,-0.204562,0
18.178000,-0.014749,-0.205126,0
18.189000,-0.015023,-0.205678,0
18.199000,-0.015209,-0.206169,0
18.210000,-0.015346,-0.206697,1
18.221000,-0.015412,-0.207210,1
18.231000,-0.015411,-0.207664,1
18.242000,-0.015347,-0.208149,1
18.253000,-0.015216,-0.208618,1
18.263000,-0.015041,-0.209030,1
18.274000,-0.014789,-0.209467,1
18.285000,-0.014476,-0.209887,1
18.295000,-0.014142,-0.210254,1
18.306000,-0.013720,-0.210639,1
18.317000,-0.013244,-0.211006,1
18.327000,-0.012768,-0.211323,1
18.338000,-0.012196,-0.211653,1
18.349000,-0.011579,-0.211964,1
18.359000,-0.010980,-0.212228,1
18.370000,-0.010281,-0.212499,1
18.381000,-0.009545,-0.212750,1
18.391000,-0.008846,-0.212959,1
18.402000,-0.008045,-0.213169,1
18.413000,-0.007216,-0.213357,1
18.423000,-0.006439,-0.213509,1
18.434000,-0.005562,-0.213656,1
18.445000,-0.004666,-0.213780,1
18.455000,-0.003836,-0.213873,1
18.466000,-0.002911,-0.213954,1
18.477000,-0.001975,-0.214013,1
18.487000,-0.001118,-0.214047,1
18.498000,-0.000172,-0.214062,1
18.509000,0.000775,-0.214055,1
18.519000,0.001633,-0.214029,1
18.530000,0.002572,-0.213978,1
18.541000,0.003501,-0.213905,1
18.551000,0.004335,-0.213819,1
18.562000,0.005238,-0.213703,1
18.573000,0.006123,-0.213565,1
18.583000,0.006907,-0.213420,1
18.594000,0.007747,-0.213240,1
18.605000,0.008558,-0.213038,1
18.615000,0.009269,-0.212836,1
18.626000,0.010018,-0.212593,1
18.637000,0.010730,-0.212329,1
18.647000,0.011343,-0.212071,1
18.658000,0.011977,-0.211769,1
18.669000,0.012565,-0.211446,1
18.679000,0.013059,-0.211135,1
18.690000,0.013553,-0.210775,1
18.701000,0.013995,-0.210396,1
18.711000,0.014348,-0.210036,1
18.722000,0.014682,-0.209622,1
18.733000,0.014956,-0.209191,1
18.743000,0.015152,-0.208784,1
18.754000,0.015307,-0.208321,1
18.765000,0.015396,-0.207842,1
18.775000,0.015418,-0.207393,1
18.786000,0.015378,-0.206885,1
18.797000,0.015267,-0.206363,1
18.807000,0.015105,-0.205876,0
18.818000,0.014857,-0.205328,0
18.829000,0.014536,-0.204768,0
18.840000,0.014140,-0.204196,0
18.850000,0.013716,-0.203667,0
18.861000,0.013177,-0.203074,0
18.872000,0.012562,-0.202472,0
